Sentence,UserID,Datetime,Train/Dev/Test,Score_1,Score_2,Score_3,Score_4,Score_5,Score_6,Score_7,Score_8,Score_9,Score_10,Score_11,Score_12,Score_13,Score_14,Score_15,Score_16,Score_17,Score_18,Score_19,Score_20,Score_21,Score_22,Score_23,Score_24,Score_25,Score_26,Score_27,Score_28,Score_29,Score_30,Score_31,Score_32,Score_33,Score_34,Score_35,Score_36,Score_37,Score_38,Score_39,Score_40
どんな時でも食欲はあるけどな,13,2019/05/10 21:04,train,0,2,0,0,0,1,2,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0
苦いズッキーニを食べてしまったので２時間後にお腹下します,13,2019/05/15 13:34,train,0,1,0,1,1,2,0,0,0,3,0,3,0,3,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,2,0,1,0,1,1,0
職場の男性の7割が1年中えげつない咳をしている。ちゃんと病院行って欲しいし、タバコやめて欲しいし、マスクして欲しい。,13,2019/05/16 12:51,train,0,0,1,0,1,1,2,0,0,3,0,0,3,3,3,0,0,0,0,0,0,2,3,0,0,0,0,2,0,3,3,0,0,1,0,1,1,3,3,0
扁桃腺がバチバチに腫れて、40度の熱で眠れなかった土曜の夜は「ちょっと死にたいかも」と思った。身体が弱ると心も弱るんだね。,13,2019/05/19 18:23,train,0,2,0,0,0,2,1,1,0,3,0,3,0,3,0,0,0,3,0,0,0,2,3,0,0,0,0,1,0,2,3,0,0,2,0,1,0,2,2,0
音も光も苦痛で部屋真っ暗で唸ってた。今さっき久しぶりにテレビ点けたら急なBUMPでなん？！？！？！ってなって、急に元気になったありがとう,13,2019/05/19 18:38,train,1,1,1,1,0,0,0,1,3,0,0,3,0,0,0,0,3,0,0,3,0,0,0,3,2,0,0,3,0,0,0,2,3,0,0,3,0,0,0,2
なんかお腹減ったな,13,2019/05/19 18:39,train,1,0,1,1,0,0,0,1,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
なんか食おうぜ そんで行こうぜ,13,2019/05/19 18:40,train,1,0,1,0,0,0,0,1,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0
昼暑くて朝寒いし、朝明るくて夜暗いし、夜寝たくなくて昼眠いし、繰り返してばっかかよ,13,2019/05/23 04:55,train,0,1,1,1,0,1,1,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0
絶対アデノウイルスだとおもう,13,2019/05/24 20:05,train,0,3,1,1,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,2,1,0,0,2,1,0,0,1,0,0,0,3,0,0
しんどい喉痛くて水飲めない,13,2019/05/24 20:06,train,0,3,0,0,0,2,0,0,0,3,0,3,0,3,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,3,3,0,0,3,0,1,0,2,2,0
寝すぎて腰治った,13,2019/05/24 20:06,train,0,2,0,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
咳のしすぎで肺が破れそうだ。寝られない。,13,2019/05/28 04:20,train,0,1,0,0,0,2,1,0,0,3,0,0,0,3,3,0,0,0,0,0,0,3,3,0,0,3,0,0,0,2,3,0,0,2,0,0,0,3,3,0
どんな時も食欲だけは共にありました,13,2019/05/29 19:28,train,0,2,0,0,0,1,1,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
咳で寝られないからずっと考え事してるんだけど、お腹減ったからアイス食べていいかな,13,2019/05/30 00:47,train,0,2,1,0,0,2,1,0,0,0,2,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
田植えの季節やな…,13,2019/06/06 18:16,train,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
こないだ青氏が 「さいたまスーパーアリーナ」 と言おうとして 「スーたま」 と言ったのがだいぶ深めのツボに入ったせいでトイレとかお風呂とか自転車乗ってる時とかのちょっとぼんやりしてる瞬間に思い出しては声出して笑ってしまう。 絶妙に“埼玉”のイントネーションだったな。,13,2019/06/14 21:19,train,2,0,0,0,0,0,0,1,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,3,0,0,1,0,0,0,0
稲葉さんに「今日はどういうつもりで来たの？」って聞かれたw,13,2019/06/20 00:54,train,3,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,3,0,0,1,0,0,0,0,2,0,0,0,0
「アルバム」が言えなくて照れ笑いしつつ色々誤魔化して「次の曲聴きやがれ！！」って言ったのうえーーーいってなった,13,2019/06/20 00:56,train,2,0,1,1,0,0,0,2,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
鋭い音だらけで幸せだった。全部カッコよかったのに何故か少しほっこりした。ゴリゴリにロックなのに謎のほっこり感。,13,2019/06/20 01:01,train,2,0,0,1,0,0,0,1,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,2,0,0,0,1,3,0,0,2,0,0,0,0
帰りたい 眠りたい それと同じくらい大声で歌いたい,13,2019/06/20 13:53,train,0,2,0,0,0,1,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0
今月は遊びすぎた、けど来月も遊ぶ?,13,2019/06/21 12:35,train,2,0,1,0,0,1,1,1,3,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,3,0,0,0,0,0,2,0,2,0,0,0,0,0
ランナーズハイなるものの片鱗を見た夜でした,13,2019/06/24 23:21,train,1,0,1,1,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,2,0,0,0,0
スカパーか…スカパーなあ……,13,2019/06/24 23:22,train,1,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
映画館でバーーーン！！！ってシーンやズゴゴゴゴって音楽が鳴ると地面がゆらゆらしている感覚がして船酔いに似た苦痛がある。三半規管が激弱な耳のせいなのかな。,13,2019/06/26 23:50,train,0,0,0,1,0,1,0,1,0,1,0,2,0,2,2,0,0,0,0,0,0,0,3,0,0,2,0,0,0,0,1,0,0,1,0,1,0,1,2,0
イヤホンで聴いたらベース全部きこえる,13,2019/06/27 01:17,train,1,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0
青氏はベースもハモりも歌えるレベルで聞き取れるんだよな羨ましい,13,2019/06/27 01:19,train,0,1,1,1,0,0,0,1,3,0,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0
BUMPを好きになったのは藤原さんの声がきっかけだけど今はそれだけじゃなくて、新しい曲は絶対に聴きたいしライブにも行きたいし、知ってる曲も知らない曲も時々諸々ぶっ刺してくるからおっかないし、どうしてずっと好きなのか、そもそも好きって何なのか、いろいろわからなくなってきた,13,2019/06/27 01:31,train,1,1,0,0,0,0,0,2,2,0,2,2,0,0,0,0,2,0,0,2,0,0,0,2,2,0,0,1,0,1,0,0,2,0,1,2,0,0,0,1
人生でいちばん続いていることは生きること、その次がBUMPを好きなこと,13,2019/06/27 01:33,train,1,0,1,0,0,0,0,2,3,0,0,2,0,0,0,1,0,0,0,0,0,0,0,3,2,0,0,1,0,0,0,0,2,0,0,1,0,0,0,1
眉毛を「せーの！」で抜いて、誰のがいちばん長いか比べてめちゃくちゃに喧嘩をする夢を見た。まつ毛ならまだわかる。どっちにしたって取っ組み合いの喧嘩はしないけど。,13,2019/06/28 12:54,train,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,2,0,0,0,0,0,2,0,1,0,0
売れる芸など持ち合わせていない,13,2019/07/02 13:09,train,0,2,0,0,0,0,2,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0
大家さんに新じゃがをいただいたのでウキウキでじゃがバターにして食べた,13,2019/07/02 21:20,train,2,0,0,1,0,0,0,1,3,0,3,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0,0
半年に一度来る、色鉛筆が欲しい病を発症しました,13,2019/07/02 22:51,train,0,0,2,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,1,0,0,0,0
きのう夜中酔っ払ってyoutubeで耳垢除去の動画を延々見ていた記憶がある,13,2019/07/09 12:42,train,0,0,0,1,0,1,1,0,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,1,0,1,1,0
さっきまで「ゴアテックス」連呼してた人だと思えないわ,13,2019/07/09 22:54,train,1,0,1,1,0,0,0,1,0,0,0,2,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,0
パピコ半分だけ食べるつもりが全部食べちゃって、今ものすごくカレーが食べたい,13,2019/07/10 18:50,train,0,1,0,1,0,1,2,0,0,0,2,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,2,1,1,0,0,0
待ち焦がれた楽しさが体力の許容範囲を上回って飛び跳ねさせたせいで足がガクガク。巨大な嬉しさが感情のタガを外したせいで泣いたり笑ったり繰り返してめちゃくちゃ生きている1時間だった。超よかった。あとね、超よかった！超よかった！！！,13,2019/07/27 00:02,train,3,0,1,2,0,0,0,2,3,0,0,0,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,3,3,0,0,1,0,0,0,2
27日の夜、大雨のテントで見た夢は、 銀杏BOYZの峯田さんが「襟足が！できないんだよ！！襟足が！」と叫びながら自分の頭をバリカンで刈りつつ橋の向こうから走ってくる夢だった。,13,2019/07/29 21:59,train,1,0,1,2,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0
「しあわせになっていい」と言ってくれた。鼓膜がビリビリして脳がグラグラして、あのステージに酔っていたのかもね。GEZAN最高だった。あのステージを見られたのは幸運だった。「2019、混乱、」混乱だったよ、こんな音楽があったんだってね。,13,2019/07/29 22:33,train,3,0,1,1,0,0,0,2,3,0,3,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,0,0,0,0,3,0,1,2,0,0,0,0
人生初の野外フェスでした。山の学習以来のテント泊でした。勇気出して行ってよかった。やったことないこと、会ったことない人、聞いたことない音楽、全部虱潰しに熟しても人生は全然足りないんだよね。それぞれに感情が伴えば尚更。迷ってるのは無駄！,13,2019/07/29 22:45,train,2,0,1,1,0,0,0,2,3,0,3,0,0,0,0,3,3,0,3,0,0,0,0,0,2,0,3,0,0,0,0,0,3,0,3,0,0,0,0,1
まあでも、異国の食券システムなんかわからんよな。,13,2019/08/01 13:02,train,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
越後湯沢駅で食券買うタイプの立ち食いそばを食べたけど、そば食べはじめた途端に海外の方(たぶん中国人)に英語で「これどうやんの？ワシのも買ってくれ、お前と同じ肉入ったやつな。2つな」と言われ、小銭バーン広げられた。もっと頼み方あるやろがい。 ひとりで居るとこれだよ。,13,2019/08/01 13:02,train,0,1,0,1,1,0,2,1,0,2,0,2,0,2,2,0,0,0,0,0,3,0,3,0,0,0,0,1,0,0,2,0,0,1,0,1,1,1,2,0
毎日がつまんないなって思っていたけど慣れちゃった,13,2019/08/09 16:38,train,0,1,0,0,0,1,1,0,0,0,0,1,0,1,0,0,0,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
夢見ている非日常が、もしも日常になったら、やっぱりつまんないのかな,13,2019/08/09 16:40,train,0,1,1,0,0,2,0,1,0,2,0,2,0,0,0,0,0,0,0,0,0,2,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0
どこ行っても何やっても誰と会っても、感情で濾して脳内処理してしまうと全部つまらないになるってこと わたしが悪い,13,2019/08/09 16:43,train,0,3,0,0,1,1,3,0,0,2,0,2,0,2,0,0,0,3,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,2,0,1,0,1,1,0
なんかバグ無いのかよ,13,2019/08/09 16:44,train,0,2,1,0,0,0,2,1,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
でも「幸せそうでしょ？」「楽しそうでしょ？」ってやるのだけは絶対嫌,13,2019/08/09 16:45,train,0,1,1,0,0,2,2,1,0,0,0,0,0,3,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,1,3,0
うわあああああってなって黙るしかない共有できない素晴らしい時が、またいつかあるといいな,13,2019/08/09 16:47,train,1,2,2,0,0,0,0,2,2,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,2,0,0,0,0,0
これは…台風直撃な感じだな……,13,2019/08/14 10:26,train,0,2,0,1,0,3,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,1,0,0,0,0,0,0,3,0,0
どうしておなかがへるのかな？,13,2019/08/22 02:36,train,0,1,0,0,0,0,1,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,1,0,0
4時間前に麻婆丼を食べたのは誰ぞ？おん？？,13,2019/08/22 02:37,train,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
寝よ,13,2019/08/22 02:37,train,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
めちゃくちゃ怒鳴りながらゴミ出しや散歩をしてるたぶん近所に住んでるおじさん 「オレは8000万持っている！よく考えてものを言えよ！！(エンドレスリピート)」,13,2019/08/30 21:01,train,0,0,0,2,0,1,2,0,0,0,0,2,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,3,0,0,0,0,1,0,2,1,0
私「なんか今日お肌ツヤピカだね」 翔「わかる？ファンデ変えたの」 私「なんてやつ？」 翔「言ってもわからないでしょ」 私「あ！あれ？あの……三木道三…みたいな」 翔「江原道な」 私「それ！！！！」 翔ちゃん流石。 残念ながら不正解だったし、正解聞いてもわからないやつだった。,13,2019/09/02 17:50,train,1,0,1,1,0,0,0,2,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,2,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,1
今月の電気代高っ,13,2019/09/04 08:44,train,0,2,0,3,1,0,1,1,0,0,0,3,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,1,0
今年の目標だった「唇の皮を剥くのをやめる」が達成されないまま9月になった。先日も無意識でペリペリやってたらしく、気づいたら指が血だらけでまたやっちゃった…と手を洗っていつも通りティッシュで出血箇所を抑えてた。3時間血が止まらなかった。それでも懲りずに今日も唇に手がいく。しんどい。,13,2019/09/04 23:49,train,0,3,0,0,1,2,3,1,0,2,0,0,0,2,0,0,0,3,0,0,0,0,3,0,0,2,0,0,0,3,3,0,0,2,0,0,0,2,2,0
マスクするしかないな,13,2019/09/04 23:50,train,0,2,1,0,0,1,2,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0
「今週のうどん遍路みた？」と聞かれて、話題がローカルすぎて爆笑してしもた,13,2019/09/05 01:01,train,2,0,1,3,0,0,0,3,3,0,0,2,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,0
朝眠い涼しい秋だな,13,2019/09/12 06:44,train,1,1,2,1,0,0,0,3,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
月を見て泣くとか、かぐや姫じゃないんだから,13,2019/09/13 23:49,train,0,3,1,1,1,2,3,2,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0
めちゃくちゃ暇なのに、やらなきゃいけないことはやりたくないの何なの？暇すぎて発狂しそうなのに発狂する方を選ぶのはなんで？狂うほど忙しく暇してるの？馬鹿なの？,13,2019/09/18 21:21,train,0,3,0,1,1,2,3,2,0,0,0,0,3,3,3,0,0,0,0,0,0,0,3,0,0,0,0,2,0,0,3,0,0,0,0,1,1,1,3,0
暇だから酒飲んで寝よ,13,2019/09/18 21:22,train,1,3,1,0,0,1,3,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0
ああおもしろい むしのこえ,13,2019/09/19 23:15,train,2,1,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
水島コンビナートは、すごく綺麗だが、あの山は、すごくこわい,13,2019/09/23 23:42,train,1,0,1,0,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,2,0,0
絶対にひとりで行かないでね,13,2019/09/23 23:42,train,0,0,1,0,0,2,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2,0,0
ブログ、やっぱり1ヶ月放置してしもた,13,2019/09/24 18:26,train,0,2,0,0,1,0,3,0,0,2,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,0,1,1,0
あ、金木犀の匂いだ。 と思って電話しようとして、そうだった匂いは伝わんないんだったと悲しくなったところです,13,2019/09/28 16:17,train,1,3,0,0,0,0,1,3,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,3,0,1,0,0,0,0
やろうと思っていたことを全部できた休日！えらい！6時間昼寝したけど！,13,2019/10/09 21:32,train,2,2,0,0,0,1,2,2,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,1,0,0,1,0,3,0,0,1,0,0,0,0
くしゃみが止まらないのは寒暖差なのか秋の花粉症なのかハウスダストなのか風邪なのか,13,2019/10/09 21:38,train,0,2,1,0,1,0,1,2,0,2,0,0,0,3,0,0,0,2,0,0,0,0,2,0,0,0,1,0,0,2,0,0,0,1,0,0,0,2,1,0
とりあえず寒い,13,2019/10/09 21:38,train,0,1,1,1,0,1,1,2,0,2,0,0,0,2,0,0,0,0,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,0,0,1,1,0
とあるDMがきっかけで「話がしたいよ」を聞いたらはじめて聞いた時の気持ちを思い出して涙 秋だったな 秋だな,13,2019/10/09 21:46,train,2,1,1,2,0,0,0,3,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,2,0,0,0,0,0,0
昼寝のせいで全然眠くないぞ,13,2019/10/10 00:44,train,0,1,1,2,0,1,2,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0
軽率にサブスクに手を出して、興味本位で聞いた曲が楽しくて、音楽ってこんな感じで興味本位で軽率に聞いて良かったんだと気付いた,13,2019/10/10 18:50,train,3,0,2,2,0,0,0,3,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,2,0,0,2,0,0,0,0,1,0,0,1,0,0,0,0
中心気圧915hPaって化け物じゃんマジでこのまま来るの？こわい,13,2019/10/10 20:14,train,0,1,0,3,1,3,1,2,0,0,0,3,0,3,0,2,0,0,0,0,0,3,0,0,0,0,0,3,0,3,3,0,0,0,0,2,0,3,1,1
心配です,13,2019/10/12 19:23,train,0,1,1,0,0,3,1,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,0,1,0,0,0,2,0,0
拍子抜けを期待,13,2019/10/12 19:23,train,0,1,3,0,0,3,0,1,0,0,3,0,0,3,0,0,0,0,3,0,0,0,0,0,0,0,3,0,0,3,3,0,0,0,3,0,0,2,1,0
一緒に湯冷めして同時に風邪ひいてくださいっていうプロポーズどうかな？,13,2019/10/17 20:25,train,1,1,1,0,0,0,0,2,0,0,0,3,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,1,0,0,0,0
そういえばふざけるなっていう意味で「ふざけろっ」っていうのマジ好き,13,2019/10/17 20:27,train,2,0,1,0,0,0,0,1,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,3,0,0,0,0,0,0,0
即位礼正殿の儀を見ている,13,2019/10/22 13:10,train,2,0,3,3,0,1,0,3,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
しかもわたし大学芋食べながら正座して見ている なんとなく正座,13,2019/10/22 13:13,train,1,0,1,1,0,0,0,2,3,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
儀式を生中継って、冷静に考えるととんでもないことだよな…左上のLIVEの文字…時代だな……,13,2019/10/22 13:13,train,1,1,2,3,0,2,1,1,3,0,3,3,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,2,0,0,0,0,1,0,1,2,0,0,0,0
十二単綺麗だった,13,2019/10/22 13:55,train,2,0,1,1,0,0,0,3,3,0,0,3,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
10月はほぼ毎日お弁当を作れている そしたらまじで現金使わない,13,2019/10/24 12:43,train,2,0,1,1,0,0,0,3,3,0,3,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,3,0,0,0,0,2,0,1,1,0,0,0,0
なぜ毎週金曜のこの時間急に電波悪くなるの？誰か来てるの？やめて？,13,2019/10/25 20:26,train,0,2,0,1,1,2,1,1,0,0,0,3,0,3,0,0,0,0,0,0,0,3,0,0,0,2,0,3,0,1,2,0,0,1,0,2,0,2,1,0
もうやめ,13,2019/10/25 20:53,train,0,2,0,0,1,2,3,2,0,0,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0
酒飲むと ポテチ欲しいの なんでだろ,13,2019/10/25 21:46,train,0,1,0,0,0,1,2,1,0,0,2,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0
細美さん…！細美さーーーーん！！ あなたの歌が聞きたいです！愛する人の旦那さんになった、父親になった、おじいちゃんになったあなたの歌が楽しみだよ！,13,2019/11/01 21:45,train,3,0,3,3,0,0,0,2,3,0,3,0,0,0,0,0,0,0,3,0,0,0,0,3,2,0,3,0,0,0,0,0,2,0,3,0,0,0,0,1
東京遠いわ,13,2019/11/03 11:31,train,0,2,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,1,0,0,0,0,1,0,0,1,0
新幹線に警備員さん居るの初めて見た,13,2019/11/03 13:03,train,0,0,0,3,0,0,0,2,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0
雨が降り出した…まじか…,13,2019/11/03 15:58,train,0,3,0,2,0,1,1,0,0,3,0,0,0,2,2,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,1,1,0
トバさんの言いたいことわかるよ。全然わからないけど。,13,2019/11/14 13:14,train,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0
寒くて目が覚めたけどまだ夜じゃねーか,13,2019/11/15 05:14,train,0,2,0,1,1,0,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,2,0,0,0,0,2,0,0,1,0,1,0,0,1,0
みんな「エモい」を湯水のごとく使いすぎだからそろそろ節エモした方がいいと思う,13,2019/11/15 20:05,train,0,0,1,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,2,0,0,0,1,0,0,0,1,0
今日作った味噌汁が美味しすぎて全国に配りたい,13,2019/11/28 20:02,train,3,0,1,2,0,0,0,2,3,0,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,1,0,0,0,0,0,2,0,1,0,0,0,0,1
部屋で電気毛布にくるまって本でも読みます トバさんがくれた紅茶入れてぬくぬくします,13,2019/11/28 20:23,train,1,1,1,0,0,0,0,1,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
引っ越ししたい,13,2019/12/01 20:28,train,0,1,2,0,0,1,0,2,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
師走なので今日から走ります,13,2019/12/02 13:57,train,0,1,1,1,0,0,1,0,0,0,3,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0
エアコン掃除してたらファンを繋ぐ部品を折ってしまったので早急にアロンアルファほしい,13,2019/12/03 20:09,train,0,1,0,1,0,2,3,1,0,3,2,2,0,0,0,0,0,2,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,2,1,1,0,0,0,0
なんの流れかは忘れたけど、わたしが「慈悲」というワード出した途端翔ちゃんがすかさず「ああ、アガペーね」って相槌返してきたのにツボってその後しばらく笑って会話がままならなかった,13,2019/12/08 19:46,train,2,0,0,1,0,0,0,2,3,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0
今日の月すごいね,13,2019/12/12 17:32,train,2,1,1,3,0,1,0,3,3,0,0,3,0,0,0,0,0,0,0,3,0,0,0,0,1,0,0,2,0,0,0,0,1,0,0,3,0,0,0,0
自己肯定感激低いので、毎日1日の終わりに自分で自分をヨイショすることにしましたが、そんなこと今までやったことがないので、加減間違えて調子に乗り出したら超叱ってください,13,2019/12/19 23:04,train,0,0,2,0,0,1,1,1,0,0,2,2,0,2,0,0,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,2,1,0,1,0,0
人のことは否定しない、安易に同調しない、解ったフリは絶対にしない,13,2019/12/23 13:19,train,0,3,1,0,0,3,1,2,0,0,3,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
